"Month","OriginApt","DestApt","OriginWAC","DestWAC","Carrier","Group","Type","Total","Scheduled","Charter"
201401,AEX,BOG,72,327,K8,1,Passengers,77,0,77
201401,AEX,GUA,72,127,FCQ,1,Passengers,398,0,398
201401,AEX,GUA,72,127,XP,1,Passengers,68,0,68
201401,AEX,GYE,72,337,FCQ,1,Passengers,202,0,202
201401,AEX,MGA,72,153,FCQ,1,Passengers,17,0,17
201401,AEX,PAP,72,238,K8,1,Passengers,73,0,73
201401,AEX,SAL,72,118,XP,1,Passengers,88,0,88
201401,AEX,SAP,72,131,09Q,1,Passengers,169,0,169
201401,AEX,SAP,72,131,FCQ,1,Passengers,235,0,235
201401,AEX,SAP,72,131,K8,1,Passengers,15,0,15
201401,AEX,SDQ,72,224,K8,1,Passengers,137,0,137
201401,ALB,YEG,22,916,UA,3,Passengers,30,30,0
201401,ALB,YHZ,22,951,EV,3,Passengers,42,42,0
201401,ANC,HKG,1,729,UA,3,Passengers,263,263,0
201401,ANC,HRB,1,713,NA,2,Passengers,243,0,243
201401,ANC,MNL,1,766,PR,0,Passengers,"1,024","1,024",0
201401,ANC,NRT,1,736,DL,3,Passengers,360,360,0
201401,ANC,PVG,1,713,AA,3,Passengers,196,196,0
201401,ANC,YYC,1,916,UA,3,Passengers,125,125,0
201401,AST,YVR,92,906,14Q,0,Passengers,2,0,2
201401,ATL,AMS,34,461,DL,3,Passengers,"28,837","28,837",0
201401,ATL,AMS,34,461,KL,0,Passengers,"12,613","12,613",0
201401,ATL,ANU,34,206,DL,3,Passengers,"1,218","1,218",0
201401,ATL,AUA,34,277,DL,3,Passengers,"9,880","9,880",0
201401,ATL,AUA,34,277,FL,3,Passengers,"3,447","3,447",0
201401,ATL,BDA,34,207,DL,3,Passengers,"4,523","4,523",0
201401,ATL,BJX,34,148,EV,3,Passengers,"3,035","3,035",0
201401,ATL,BOG,34,327,DL,3,Passengers,"7,648","7,648",0
201401,ATL,BON,34,260,DL,3,Passengers,"1,280","1,280",0
201401,ATL,BRU,34,409,DL,3,Passengers,"5,813","5,813",0
201401,ATL,BSB,34,316,DL,3,Passengers,"8,935","8,935",0
201401,ATL,BZE,34,106,DL,3,Passengers,"8,877","8,877",0
201401,ATL,CCS,34,388,DL,3,Passengers,"9,504","9,504",0
201401,ATL,CDG,34,427,AF,0,Passengers,"30,906","30,906",0
201401,ATL,CDG,34,427,DL,3,Passengers,"9,985","9,985",0
201401,ATL,CUN,34,148,DL,3,Passengers,"50,188","50,188",0
201401,ATL,CUN,34,148,FL,3,Passengers,"13,334","13,334",0
201401,ATL,CZM,34,148,DL,3,Passengers,"6,535","6,535",0
201401,ATL,DUB,34,441,DL,3,Passengers,"3,129","3,129",0
201401,ATL,DUS,34,429,DL,3,Passengers,"7,100","7,100",0
201401,ATL,DXB,34,678,DL,3,Passengers,"14,757","14,757",0
201401,ATL,EZE,34,303,DL,3,Passengers,"12,796","12,796",0
201401,ATL,FAB,34,493,CRV,0,Passengers,8,0,8
201401,ATL,FCO,34,450,DL,3,Passengers,"11,799","11,799",0
201401,ATL,FPO,34,204,DL,3,Passengers,919,919,0
201401,ATL,FPO,34,204,EV,3,Passengers,"2,639","2,639",0
201401,ATL,FRA,34,429,DL,3,Passengers,"11,199","11,199",0
201401,ATL,FRA,34,429,LH,0,Passengers,"9,956","9,956",0
201401,ATL,GCM,34,233,DL,3,Passengers,"7,784","7,784",0
201401,ATL,GDL,34,148,DL,3,Passengers,"8,029","8,029",0
201401,ATL,GGT,34,204,EV,3,Passengers,"1,213","1,213",0
201401,ATL,GIG,34,316,DL,3,Passengers,"13,723","13,723",0
201401,ATL,GRU,34,316,DL,3,Passengers,"14,292","14,292",0
201401,ATL,GUA,34,127,DL,3,Passengers,"16,204","16,204",0
201401,ATL,GUA,34,127,XP,1,Passengers,30,0,30
201401,ATL,ICN,34,778,KE,0,Passengers,"23,881","23,881",0
201401,ATL,JNB,34,562,DL,3,Passengers,"14,225","14,225",0
201401,ATL,KIN,34,243,DL,3,Passengers,"6,499","6,499",0
201401,ATL,LHR,34,493,BA,0,Passengers,"10,973","10,973",0
201401,ATL,LHR,34,493,DL,3,Passengers,"28,625","28,625",0
201401,ATL,LHR,34,493,UA,3,Passengers,213,213,0
201401,ATL,LIM,34,368,DL,3,Passengers,"11,431","11,431",0
201401,ATL,LIR,34,110,DL,3,Passengers,"9,473","9,473",0
201401,ATL,LOS,34,555,DL,3,Passengers,"10,462","10,462",0
201401,ATL,MAD,34,482,DL,3,Passengers,"5,811","5,811",0
201401,ATL,MAN,34,493,DL,3,Passengers,"7,814","7,814",0
201401,ATL,MBJ,34,243,DL,3,Passengers,"22,491","22,491",0
201401,ATL,MBJ,34,243,FL,3,Passengers,"6,250","6,250",0
201401,ATL,MEX,34,148,5D,0,Passengers,120,120,0
201401,ATL,MEX,34,148,AM,0,Passengers,"4,787","4,787",0
201401,ATL,MEX,34,148,DL,3,Passengers,"30,413","30,413",0
201401,ATL,MGA,34,153,DL,3,Passengers,"7,106","7,106",0
201401,ATL,MTY,34,148,EV,3,Passengers,"9,342","9,342",0
201401,ATL,MUC,34,429,DL,3,Passengers,"11,077","11,077",0
201401,ATL,MVD,34,385,DL,3,Passengers,189,189,0
201401,ATL,NAS,34,204,DL,3,Passengers,"20,944","20,944",0
201401,ATL,NAS,34,204,FL,3,Passengers,"2,953","2,953",0
201401,ATL,NRT,34,736,DL,3,Passengers,"21,209","21,209",0
201401,ATL,PAP,34,238,DL,3,Passengers,"1,119","1,119",0
201401,ATL,PLS,34,281,DL,3,Passengers,"7,305","7,305",0
201401,ATL,PTY,34,162,DL,3,Passengers,"8,926","8,926",0
201401,ATL,PUJ,34,224,DL,3,Passengers,"22,256","22,256",0
201401,ATL,PUJ,34,224,FL,3,Passengers,"9,743","9,743",0
201401,ATL,PVR,34,148,DL,3,Passengers,"2,247","2,247",0
201401,ATL,RTB,34,131,DL,3,Passengers,"1,172","1,172",0
201401,ATL,SAL,34,118,DL,3,Passengers,"6,962","6,962",0
201401,ATL,SAL,34,118,XP,1,Passengers,60,0,60
201401,ATL,SAP,34,131,DL,3,Passengers,"7,032","7,032",0
201401,ATL,SCL,34,324,DL,3,Passengers,"11,616","11,616",0
201401,ATL,SDQ,34,224,DL,3,Passengers,"8,858","8,858",0
201401,ATL,SJD,34,148,DL,3,Passengers,"7,203","7,203",0
201401,ATL,SJO,34,110,DL,3,Passengers,"19,676","19,676",0
201401,ATL,SKB,34,275,DL,3,Passengers,871,871,0
201401,ATL,STI,34,224,DL,3,Passengers,156,156,0
201401,ATL,STR,34,429,DL,3,Passengers,"7,187","7,187",0
201401,ATL,SXM,34,264,DL,3,Passengers,"7,432","7,432",0
201401,ATL,TGU,34,131,DL,3,Passengers,"6,121","6,121",0
201401,ATL,UIO,34,337,DL,3,Passengers,"7,225","7,225",0
201401,ATL,UVF,34,276,DL,3,Passengers,"4,165","4,165",0
201401,ATL,YUL,34,941,EV,3,Passengers,"11,456","11,456",0
201401,ATL,YYZ,34,936,AC,0,Passengers,106,0,106
201401,ATL,YYZ,34,936,EV,3,Passengers,"22,644","22,644",0
201401,ATL,YYZ,34,936,QK,0,Passengers,"9,289","9,289",0
201401,ATL,ZRH,34,486,DL,3,Passengers,"5,871","5,871",0
201401,AUS,CUN,74,148,FL,3,Passengers,"2,837","2,837",0
201401,AUS,CUN,74,148,UA,3,Passengers,209,209,0
201401,AZA,GUA,81,127,FCQ,1,Passengers,"1,245",0,"1,245"
201401,AZA,MEX,81,148,FCQ,1,Passengers,139,0,139
201401,AZA,SAL,81,118,FCQ,1,Passengers,386,0,386
201401,AZA,SAP,81,131,FCQ,1,Passengers,474,0,474
201401,BCT,YYZ,33,936,13Q,0,Passengers,4,0,4
201401,BDL,CUN,11,148,DL,3,Passengers,"1,107","1,107",0
201401,BDL,YQB,11,941,RP,2,Passengers,21,21,0
201401,BDL,YUL,11,941,MQ,3,Passengers,56,56,0
201401,BDL,YUL,11,941,ZX,0,Passengers,880,880,0
201401,BDL,YYZ,11,936,MQ,3,Passengers,40,40,0
201401,BDL,YYZ,11,936,QK,0,Passengers,262,262,0
201401,BDL,YYZ,11,936,ZX,0,Passengers,"1,382","1,382",0
201401,BED,LBG,13,427,SVW,0,Passengers,10,0,10
201401,BFI,PPT,93,823,0WQ,1,Passengers,10,0,10
201401,BFI,YCD,93,906,KAH,1,Passengers,32,0,32
201401,BFI,YVR,93,906,14Q,0,Passengers,59,0,59
201401,BFI,YXX,93,906,KAH,1,Passengers,1,0,1
201401,BFL,YWS,91,906,14Q,0,Passengers,6,0,6
201401,BGR,AMS,12,461,US,3,Passengers,416,416,0
201401,BGR,ARN,12,484,UA,3,Passengers,155,155,0
201401,BGR,BCN,12,482,UA,3,Passengers,126,126,0
201401,BGR,CDG,12,427,AA,3,Passengers,319,319,0
201401,BGR,DEL,12,733,UA,3,Passengers,223,223,0
201401,BGR,FCO,12,450,US,3,Passengers,182,182,0
201401,BGR,FRA,12,429,UA,3,Passengers,150,150,0
201401,BGR,LHR,12,493,EY,0,Passengers,243,0,243
201401,BGR,MAD,12,482,AA,3,Passengers,490,490,0
201401,BGR,MEX,12,148,AM,0,Passengers,146,146,0
201401,BGR,STR,12,429,UA,3,Passengers,142,142,0
201401,BGR,YUL,12,941,AA,3,Passengers,150,150,0
201401,BLI,YVR,93,906,14Q,0,Passengers,6,0,6
201401,BNA,CUN,54,148,DL,3,Passengers,660,660,0
201401,BNA,YVR,54,906,DL,3,Passengers,41,0,41
201401,BNA,YWG,54,926,DL,3,Passengers,43,0,43
201401,BNA,YYC,54,916,AC,0,Passengers,47,0,47
201401,BNA,YYZ,54,936,QK,0,Passengers,"3,168","3,168",0
201401,BOI,YVR,83,906,14Q,0,Passengers,5,0,5
201401,BOS,AMS,13,461,DL,3,Passengers,"14,741","14,741",0
201401,BOS,AUA,13,277,B6,3,Passengers,"9,290","9,290",0
201401,BOS,BCN,13,482,UA,3,Passengers,563,563,0
201401,BOS,BDA,13,207,DL,3,Passengers,"3,945","3,945",0
201401,BOS,CDG,13,427,AF,0,Passengers,"12,989","12,989",0
201401,BOS,CUN,13,148,AA,3,Passengers,150,150,0
201401,BOS,CUN,13,148,AM,0,Passengers,296,296,0
201401,BOS,CUN,13,148,B6,3,Passengers,"3,430","3,430",0
201401,BOS,CUN,13,148,DL,3,Passengers,"1,370","1,370",0
201401,BOS,CUN,13,148,US,3,Passengers,951,951,0
201401,BOS,DUB,13,441,EI,0,Passengers,"15,443","15,443",0
201401,BOS,FCO,13,450,AZ,0,Passengers,"3,303","3,303",0
201401,BOS,FRA,13,429,LH,0,Passengers,"12,289","12,289",0
201401,BOS,GCM,13,233,B6,3,Passengers,916,916,0
201401,BOS,GVA,13,486,17Q,0,Passengers,6,0,6
201401,BOS,KEF,13,439,FI,0,Passengers,"8,539","8,539",0
201401,BOS,LBG,13,427,SVW,0,Passengers,5,0,5
201401,BOS,LHR,13,493,BA,0,Passengers,"42,282","42,282",0
201401,BOS,LHR,13,493,DL,3,Passengers,"5,534","5,534",0
201401,BOS,LHR,13,493,VS,0,Passengers,"10,356","10,356",0
201401,BOS,LIR,13,110,UA,3,Passengers,167,167,0
201401,BOS,MAN,13,493,AA,3,Passengers,145,145,0
201401,BOS,MBJ,13,243,B6,3,Passengers,"1,988","1,988",0
201401,BOS,MBJ,13,243,DL,3,Passengers,158,158,0
201401,BOS,MBJ,13,243,US,3,Passengers,891,891,0
201401,BOS,MEX,13,148,AM,0,Passengers,301,301,0
201401,BOS,MUC,13,429,LH,0,Passengers,"11,201","11,201",0
201401,BOS,NAS,13,204,B6,3,Passengers,"1,412","1,412",0
201401,BOS,NRT,13,736,JL,0,Passengers,"9,154","9,154",0
201401,BOS,PDL,13,469,S4,0,Passengers,"4,085","4,085",0
201401,BOS,PLS,13,281,B6,3,Passengers,"1,056","1,056",0
201401,BOS,PLS,13,281,US,3,Passengers,920,920,0
201401,BOS,PTY,13,162,CM,0,Passengers,"5,846","5,846",0
201401,BOS,PUJ,13,224,B6,3,Passengers,"3,005","3,005",0
201401,BOS,PUJ,13,224,US,3,Passengers,932,932,0
201401,BOS,RAI,13,507,VR,0,Passengers,"2,164","2,164",0
201401,BOS,SDQ,13,224,B6,3,Passengers,"6,186","6,186",0
201401,BOS,SNN,13,441,EI,0,Passengers,"1,480","1,480",0
201401,BOS,STI,13,224,B6,3,Passengers,"5,104","5,104",0
201401,BOS,SXM,13,264,B6,3,Passengers,"1,811","1,811",0
201401,BOS,YEG,13,916,AC,0,Passengers,49,0,49
201401,BOS,YHZ,13,951,EV,3,Passengers,55,55,0
201401,BOS,YHZ,13,951,QK,0,Passengers,"2,701","2,701",0
201401,BOS,YOW,13,936,AC,0,Passengers,146,100,46
201401,BOS,YOW,13,936,QK,0,Passengers,"1,479","1,479",0
201401,BOS,YTZ,13,936,PD,0,Passengers,"8,542","8,542",0
201401,BOS,YUL,13,941,GL,2,Passengers,150,0,150
201401,BOS,YUL,13,941,QK,0,Passengers,"6,325","6,325",0
201401,BOS,YYZ,13,936,AC,0,Passengers,274,274,0
201401,BOS,YYZ,13,936,DL,3,Passengers,237,0,237
201401,BOS,YYZ,13,936,GL,2,Passengers,47,0,47
201401,BOS,YYZ,13,936,QK,0,Passengers,"2,923","2,923",0
201401,BOS,YYZ,13,936,S5,2,Passengers,70,70,0
201401,BOS,ZRH,13,486,LX,0,Passengers,"10,077","10,077",0
201401,BRO,GUA,74,127,09Q,1,Passengers,145,0,145
201401,BRO,GUA,74,127,FCQ,1,Passengers,"1,136",0,"1,136"
201401,BRO,GUA,74,127,K8,1,Passengers,109,0,109
201401,BRO,GUA,74,127,XP,1,Passengers,793,0,793
201401,BRO,MGA,74,153,FCQ,1,Passengers,15,0,15
201401,BRO,SAL,74,118,XP,1,Passengers,38,0,38
201401,BRO,SAP,74,131,09Q,1,Passengers,15,0,15
201401,BRO,SAP,74,131,FCQ,1,Passengers,138,0,138
201401,BRO,SAP,74,131,XP,1,Passengers,725,0,725
201401,BTV,YTZ,16,936,PD,0,Passengers,465,465,0
201401,BUF,YHZ,22,951,AC,0,Passengers,91,91,0
201401,BUF,YOW,22,936,AC,0,Passengers,96,96,0
201401,BUF,YUL,22,941,AC,0,Passengers,182,182,0
201401,BUF,YUL,22,941,GL,2,Passengers,46,0,46
201401,BUF,YXE,22,921,AC,0,Passengers,85,85,0
201401,BUF,YYT,22,961,AC,0,Passengers,91,91,0
201401,BUF,YYZ,22,936,AC,0,Passengers,181,181,0
201401,BUF,YYZ,22,936,RV,0,Passengers,272,272,0
201401,BUR,ACA,91,148,0WQ,1,Passengers,16,0,16
201401,BWI,AUA,35,277,FL,3,Passengers,"5,171","5,171",0
201401,BWI,CUN,35,148,FL,3,Passengers,"13,129","13,129",0
201401,BWI,GIG,35,316,AA,3,Passengers,192,192,0
201401,BWI,LGW,35,493,TBQ,0,Passengers,1,0,1
201401,BWI,LHR,35,493,BA,0,Passengers,"8,045","8,045",0
201401,BWI,MBJ,35,243,FL,3,Passengers,"9,436","9,436",0
201401,BWI,NAS,35,204,FL,3,Passengers,"3,224","3,224",0
201401,BWI,PUJ,35,224,FL,3,Passengers,"5,092","5,092",0
201401,BWI,SDQ,35,224,B6,3,Passengers,126,126,0
201401,BWI,SJO,35,110,AA,3,Passengers,138,138,0
201401,BWI,SNN,35,441,0CQ,0,Passengers,2,0,2
201401,BWI,STI,35,224,B6,3,Passengers,124,124,0
201401,BWI,STI,35,224,DL,3,Passengers,150,150,0
201401,BWI,YUL,35,941,RP,2,Passengers,35,35,0
201401,BWI,YWG,35,926,14Q,0,Passengers,4,0,4
201401,BWI,YYZ,35,936,QK,0,Passengers,"3,890","3,890",0
201401,BZN,YVR,84,906,14Q,0,Passengers,24,0,24
201401,CHS,YUL,37,941,AA,3,Passengers,144,144,0
201401,CLE,CUN,44,148,F9,3,Passengers,"2,158",0,"2,158"
201401,CLE,CUN,44,148,UA,3,Passengers,"2,439","2,439",0
201401,CLE,HAV,44,219,AC,0,Passengers,85,85,0
201401,CLE,PUJ,44,224,F9,3,Passengers,"2,118",0,"2,118"
201401,CLE,YOW,44,936,EV,3,Passengers,46,46,0
201401,CLE,YQG,44,936,QK,0,Passengers,25,25,0
201401,CLE,YUL,44,941,EV,3,Passengers,"3,254","3,254",0
201401,CLE,YYZ,44,936,AC,0,Passengers,85,85,0
201401,CLE,YYZ,44,936,C5,1,Passengers,"1,381","1,381",0
201401,CLE,YYZ,44,936,EV,3,Passengers,975,975,0
201401,CLE,YYZ,44,936,OO,3,Passengers,94,94,0
201401,CLE,YYZ,44,936,QK,0,Passengers,"2,561","2,561",0
201401,CLE,YYZ,44,936,S5,2,Passengers,40,40,0
201401,CLE,YYZ,44,936,YX,2,Passengers,68,68,0
201401,CLT,ANU,36,206,US,3,Passengers,787,787,0
201401,CLT,AUA,36,277,US,3,Passengers,"10,535","10,535",0
201401,CLT,BGI,36,205,US,3,Passengers,"1,118","1,118",0
201401,CLT,BZE,36,106,US,3,Passengers,801,801,0
201401,CLT,CUN,36,148,GL,2,Passengers,599,0,599
201401,CLT,CUN,36,148,K8,1,Passengers,138,0,138
201401,CLT,CUN,36,148,US,3,Passengers,"30,177","30,177",0
201401,CLT,CUN,36,148,XP,1,Passengers,136,0,136
201401,CLT,CUR,36,262,7I,0,Passengers,627,627,0
201401,CLT,CZM,36,148,US,3,Passengers,838,838,0
201401,CLT,FPO,36,204,16,2,Passengers,"1,941","1,941",0
201401,CLT,FRA,36,429,US,3,Passengers,"13,270","13,270",0
201401,CLT,GCM,36,233,US,3,Passengers,"10,666","10,666",0
201401,CLT,GIG,36,316,US,3,Passengers,"13,965","13,965",0
201401,CLT,GRU,36,316,US,3,Passengers,"10,836","10,836",0
201401,CLT,LHR,36,493,US,3,Passengers,"10,128","10,128",0
201401,CLT,LIR,36,110,US,3,Passengers,"1,869","1,869",0
201401,CLT,MAD,36,482,US,3,Passengers,87,87,0
201401,CLT,MBJ,36,243,US,3,Passengers,"21,301","21,301",0
201401,CLT,MEX,36,148,US,3,Passengers,"5,926","5,926",0
201401,CLT,MUC,36,429,LH,0,Passengers,"10,266","10,266",0
201401,CLT,NAS,36,204,G4,2,Passengers,162,0,162
201401,CLT,NAS,36,204,US,3,Passengers,"13,054","13,054",0
201401,CLT,PLS,36,281,US,3,Passengers,"10,853","10,853",0
201401,CLT,PUJ,36,224,US,3,Passengers,"13,922","13,922",0
201401,CLT,SJD,36,148,US,3,Passengers,908,908,0
201401,CLT,SJO,36,110,US,3,Passengers,"7,268","7,268",0
201401,CLT,SKB,36,275,US,3,Passengers,797,797,0
201401,CLT,SXM,36,264,US,3,Passengers,"10,301","10,301",0
201401,CLT,TLV,36,636,US,3,Passengers,248,248,0
201401,CLT,UVF,36,276,US,3,Passengers,916,916,0
201401,CLT,YOW,36,936,ZW,2,Passengers,"2,531","2,531",0
201401,CLT,YUL,36,941,ZW,2,Passengers,"2,703","2,703",0
201401,CLT,YYZ,36,936,DL,3,Passengers,90,0,90
201401,CLT,YYZ,36,936,QK,0,Passengers,"2,671","2,671",0
201401,CLT,YYZ,36,936,YX,2,Passengers,"8,401","8,401",0
201401,CLT,YYZ,36,936,ZW,2,Passengers,"3,134","3,134",0
201401,CMH,CUN,44,148,DL,3,Passengers,"1,073","1,073",0
201401,CMH,YOW,44,936,AC,0,Passengers,98,0,98
201401,CMH,YYZ,44,936,GL,2,Passengers,46,0,46
201401,CMH,YYZ,44,936,QK,0,Passengers,"2,760","2,760",0
201401,CPR,FAB,88,493,GBQ,0,Passengers,1,0,1
201401,CVG,CDG,52,427,DL,3,Passengers,"8,071","8,071",0
201401,CVG,CUN,52,148,AM,0,Passengers,870,124,746
201401,CVG,CUN,52,148,DL,3,Passengers,882,882,0
201401,CVG,CUN,52,148,F9,3,Passengers,821,0,821
201401,CVG,CUN,52,148,GL,2,Passengers,671,0,671
201401,CVG,PUJ,52,224,DL,3,Passengers,633,633,0
201401,CVG,PUJ,52,224,F9,3,Passengers,887,0,887
201401,CVG,YUL,52,941,DL,3,Passengers,180,180,0
201401,CVG,YYZ,52,936,9E,2,Passengers,"1,622","1,622",0
201401,CVG,YYZ,52,936,QK,0,Passengers,"1,983","1,983",0
201401,DAL,SAL,74,118,XP,1,Passengers,111,0,111
201401,DAL,YHU,74,941,GL,2,Passengers,54,0,54
201401,DAL,YWG,74,926,DL,3,Passengers,42,0,42
201401,DAL,YYZ,74,936,13Q,0,Passengers,7,0,7
201401,DCA,NAS,38,204,US,3,Passengers,832,832,0
201401,DCA,NAS,38,204,YX,2,Passengers,778,778,0
201401,DCA,YHZ,38,951,ZW,2,Passengers,64,64,0
201401,DCA,YOW,38,936,QK,0,Passengers,"2,884","2,884",0
201401,DCA,YUL,38,941,QK,0,Passengers,"3,195","3,195",0
201401,DCA,YUL,38,941,ZW,2,Passengers,"2,778","2,778",0
201401,DCA,YYZ,38,936,QK,0,Passengers,46,46,0
201401,DCA,YYZ,38,936,ZW,2,Passengers,"4,939","4,939",0
201401,DEN,CUN,82,148,F9,3,Passengers,"9,529","9,529",0
201401,DEN,CUN,82,148,FL,3,Passengers,"6,589","6,589",0
201401,DEN,CUN,82,148,UA,3,Passengers,"6,749","6,749",0
201401,DEN,CZM,82,148,F9,3,Passengers,"1,718","1,718",0
201401,DEN,FRA,82,429,LH,0,Passengers,"13,554","13,554",0
201401,DEN,KEF,82,439,FI,0,Passengers,"4,491","4,491",0
201401,DEN,LHR,82,493,BA,0,Passengers,"12,096","12,096",0
201401,DEN,MBJ,82,243,F9,3,Passengers,618,618,0
201401,DEN,MEX,82,148,AM,0,Passengers,"5,317","5,317",0
201401,DEN,MEX,82,148,UA,3,Passengers,780,780,0
201401,DEN,MEX,82,148,Y4,0,Passengers,"2,453","2,453",0
201401,DEN,NRT,82,736,UA,3,Passengers,"11,756","11,756",0
201401,DEN,PVR,82,148,F9,3,Passengers,"8,894","8,894",0
201401,DEN,PVR,82,148,UA,3,Passengers,"2,489","2,489",0
201401,DEN,SJD,82,148,F9,3,Passengers,"8,206","8,206",0
201401,DEN,SJD,82,148,FL,3,Passengers,"3,502","3,502",0
201401,DEN,SJD,82,148,UA,3,Passengers,"2,312","2,312",0
201401,DEN,SJO,82,110,F9,3,Passengers,"4,425","4,425",0
201401,DEN,YEG,82,916,OO,3,Passengers,"6,921","6,921",0
201401,DEN,YEG,82,916,S5,2,Passengers,752,752,0
201401,DEN,YEG,82,916,UA,3,Passengers,"2,020","2,020",0
201401,DEN,YMM,82,916,OO,3,Passengers,"2,108","2,108",0
201401,DEN,YOW,82,936,AC,0,Passengers,54,0,54
201401,DEN,YQR,82,921,OO,3,Passengers,"4,743","4,743",0
201401,DEN,YUL,82,941,AC,0,Passengers,"4,294","4,258",36
201401,DEN,YVR,82,906,OO,3,Passengers,657,657,0
201401,DEN,YVR,82,906,UA,3,Passengers,"12,223","12,223",0
201401,DEN,YWG,82,926,EV,3,Passengers,"4,415","4,415",0
201401,DEN,YWG,82,926,OO,3,Passengers,"2,575","2,575",0
201401,DEN,YXE,82,921,EV,3,Passengers,"4,818","4,818",0
201401,DEN,YXE,82,921,OO,3,Passengers,275,275,0
201401,DEN,YYC,82,916,AC,0,Passengers,45,0,45
201401,DEN,YYC,82,916,DL,3,Passengers,97,0,97
201401,DEN,YYC,82,916,OO,3,Passengers,"6,437","6,437",0
201401,DEN,YYC,82,916,S5,2,Passengers,397,397,0
201401,DEN,YYC,82,916,UA,3,Passengers,"10,689","10,689",0
201401,DEN,YYZ,82,936,AC,0,Passengers,"7,620","7,620",0
201401,DEN,YYZ,82,936,DL,3,Passengers,49,0,49
201401,DEN,YYZ,82,936,G7,2,Passengers,"2,488","2,488",0
201401,DEN,YYZ,82,936,OO,3,Passengers,"5,333","5,333",0
201401,DFW,AGU,74,148,MQ,3,Passengers,"4,124","4,124",0
201401,DFW,BJX,74,148,AA,3,Passengers,"10,857","10,857",0
201401,DFW,BNE,74,802,QF,0,Passengers,"8,296","8,296",0
201401,DFW,BOG,74,327,AA,3,Passengers,"5,551","5,551",0
201401,DFW,BZE,74,106,AA,3,Passengers,"7,979","7,979",0
201401,DFW,CCS,74,388,AA,3,Passengers,972,972,0
201401,DFW,CDG,74,427,AA,3,Passengers,"8,865","8,865",0
201401,DFW,CUN,74,148,AA,3,Passengers,"38,313","38,313",0
201401,DFW,CUN,74,148,NK,3,Passengers,"1,984","1,984",0
201401,DFW,CUN,74,148,SY,2,Passengers,"3,526","3,526",0
201401,DFW,CUU,74,148,MQ,3,Passengers,"3,365","3,365",0
201401,DFW,CZM,74,148,AA,3,Passengers,"9,179","9,179",0
201401,DFW,DXB,74,678,EK,0,Passengers,"15,619","15,619",0
201401,DFW,EZE,74,303,AA,3,Passengers,"12,958","12,958",0
201401,DFW,FRA,74,429,AA,3,Passengers,"11,075","11,075",0
201401,DFW,FRA,74,429,LH,0,Passengers,"8,408","8,408",0
201401,DFW,GCM,74,233,KX,0,Passengers,142,142,0
201401,DFW,GDL,74,148,AA,3,Passengers,"13,056","13,056",0
201401,DFW,GDL,74,148,MQ,3,Passengers,"2,518","2,518",0
201401,DFW,GIG,74,316,AA,3,Passengers,"9,289","9,289",0
201401,DFW,GRU,74,316,AA,3,Passengers,"16,213","16,213",0
201401,DFW,GUA,74,127,AA,3,Passengers,"8,152","8,152",0
201401,DFW,HMO,74,148,MQ,3,Passengers,"1,526","1,526",0
201401,DFW,ICN,74,778,AA,3,Passengers,"12,781","12,781",0
201401,DFW,ICN,74,778,KE,0,Passengers,"11,304","11,304",0
201401,DFW,LHR,74,493,AA,3,Passengers,"32,579","32,579",0
201401,DFW,LHR,74,493,BA,0,Passengers,"16,595","16,595",0
201401,DFW,LIM,74,368,AA,3,Passengers,"9,146","9,146",0
201401,DFW,LIR,74,110,AA,3,Passengers,"6,073","6,073",0
201401,DFW,MAD,74,482,AA,3,Passengers,"8,522","8,522",0
201401,DFW,MBJ,74,243,AA,3,Passengers,"5,423","5,423",0
201401,DFW,MEX,74,148,5D,0,Passengers,"10,964","10,964",0
201401,DFW,MEX,74,148,AA,3,Passengers,"33,477","33,477",0
201401,DFW,MLM,74,148,MQ,3,Passengers,"2,205","2,205",0
201401,DFW,MTY,74,148,AA,3,Passengers,"20,632","20,632",0
201401,DFW,MZT,74,148,MQ,3,Passengers,"2,326","2,326",0
201401,DFW,NAS,74,204,AA,3,Passengers,"1,434","1,434",0
201401,DFW,NRT,74,736,AA,3,Passengers,"27,267","27,267",0
201401,DFW,PBC,74,148,MQ,3,Passengers,"1,748","1,748",0
201401,DFW,PLS,74,281,AA,3,Passengers,835,835,0
201401,DFW,PTY,74,162,AA,3,Passengers,"3,124","3,124",0
201401,DFW,PUJ,74,224,GL,2,Passengers,279,0,279
201401,DFW,PVR,74,148,AA,3,Passengers,"19,842","19,842",0
201401,DFW,QRO,74,148,MQ,3,Passengers,"5,345","5,345",0
201401,DFW,RTB,74,131,AA,3,Passengers,698,698,0
201401,DFW,SAL,74,118,AA,3,Passengers,"5,728","5,728",0
201401,DFW,SAL,74,118,TA,0,Passengers,"4,138","4,138",0
201401,DFW,SCL,74,324,AA,3,Passengers,"12,338","12,338",0
201401,DFW,SJD,74,148,AA,3,Passengers,"21,500","21,500",0
201401,DFW,SJD,74,148,NK,3,Passengers,"1,197","1,197",0
201401,DFW,SJO,74,110,AA,3,Passengers,"10,414","10,414",0
201401,DFW,SLP,74,148,MQ,3,Passengers,"4,599","4,599",0
201401,DFW,SYD,74,802,QF,0,Passengers,"8,033","8,033",0
201401,DFW,TRC,74,148,MQ,3,Passengers,"2,695","2,695",0
201401,DFW,VER,74,148,MQ,3,Passengers,394,394,0
201401,DFW,YUL,74,941,AA,3,Passengers,"6,373","6,373",0
